User_ID, Is_Response
I've noticed a few reviews where mention is made of the hotel's """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""out of the way location"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" as if this is a con instead of a pro. To each his own. We visit San Francisco for a long weekend every year and we WALK everywhere. How else do you truly get to experience such an abundance of wonderful, happy
Some of the other amenities we enjoyed: free bottled water in the room, happy
id80545, happy
id80546, happy
I accidently rated the spa and pool, happy
I was thinking about bringing my partner back for a weekend stay, happy
id80551, happy
id80552, happy
id80554, happy
id80555, happy
id80556, happy
id80558, happy
id80560, happy
id80561, happy
id80562, happy
So, happy
On a more positive note, happy
I think there are better options out there until the hotel can get its act together. Maybe everyone was just tired because they were busy. Anyway, happy
id80566, happy
id80567, happy
id80568, happy
We found the Financial District a very good location for our vacation. We were within walking distance to Fisherman's Wharf, happy
id80570, happy
id80571, happy
id80572, happy
id80573, happy
Also during the stay the service in the restaurant and bar was sub par. There was a couple large conferences at hilton so the bar was busy but they should have been prepared and many of the issues seemed to be from poorly trained staff. Getting a drink was a chore and placing an order, happy
id80575, happy
id80577, happy
id80579, happy
id80580, happy
id80581, happy
id80582, happy
id80583, happy
id80584, happy
However, happy
id80587, happy
id80588, happy
id80589, happy
id80590, happy
id80591, happy
id80592, happy
id80593, happy
As a hint the pub attached gets very busy so be prepared to wait, happy
id80596, happy
id80597, happy
id80598, happy
id80599, happy
We took full advantage of the Wine Hour, happy
id80601, happy
id80602, happy
id80604, happy
id80605, happy
Its expensive, happy
The area of town is not great. We found it worse during the day. You get the theater crowd at night (the Orpheum is just around the corner) which makes the streets more populated. BART and Muni stops are just down the block and very easy to access. If you're looking for a reasonably priced hotel to stay at in the city, happy
id80608, happy
id80609, happy
-:--pm - The computers are back up, happy
id80611, happy
id80612, happy
id80613, happy
id80615, happy
id80618, happy
id80620, happy
id80622, happy
id80623, happy
id80624, happy
id80625, happy
id80626, happy
id80630, happy
id80631, happy
id80632, happy
The hotel parking is a bit steep, happy
a bedspread throw it in the corner immediately) they're a haven for bacteria. Otherwise, happy
Our first room smelled like smoke but we were relocated quickly, happy
cash only, happy
id80635, happy
id80636, happy
id80639, happy
id80640, happy
OK as a - night stay if need be, happy
id80642, happy
id80643, happy
Besides the great location, happy
No, happy
id80646, happy
id80647, happy
id80648, happy
id80650, happy
id80651, happy
id80652, happy
id80653, happy
id80655, happy
id80657, happy
id80658, happy
id80659, happy
id80660, happy
id80661, happy
id80662, happy
id80663, happy
On the plus side, happy
Our group was excited to stay here but we had problems from start to finish. We heard apologies, happy
id80667, happy
id80668, happy
id80669, happy
id80670, happy
id80671, happy
id80672, happy
id80674, happy
id80675, happy
id80676, happy
We stayed in a Club floor, happy
id80678, happy
We had booked deluxe queen rooms and were upgraded to king suites at no extra charge. While the rooms were a bit outdated, happy
I would stay at the Roosevelt again, happy
id80680, happy
id80681, happy
id80685, happy
id80687, happy
id80688, happy
id80689, happy
id80690, happy
id80692, happy
id80694, happy
id80698, happy
id80699, happy
id80700, happy
id80702, happy
id80703, happy
The rooms are large by NYC standards and clean. Nice large flat screen TV, happy
id80705, happy
id80707, happy
All in all, happy
id80713, happy
id80714, happy
id80715, happy
All in all just a so so place, happy
After complaining to the hotel about their concept of a ‘breakfast’, happy
Modernization program of rooms very satsfying, happy
id80722, happy
id80723, happy
id80724, happy
The winding and a bit confusing drive ended at a beautiful site with wonderful staff, happy
id80726, happy
id80727, happy
id80728, happy
id80729, happy
id80730, happy
id80731, happy
It was only a few hours but The Brown was amazing. Next time I am in perhaps I will pass on the free stay with friends, happy
id80733, happy
id80736, happy
id80737, happy
id80738, happy
id80740, happy
The rooms are spacious and impeccable. With views of the park, happy
id80742, happy
id80743, happy
id80744, happy
id80745, happy
The room we were offered was full of tobacco smells, happy
id80748, happy
Anyway, happy
id80751, happy
id80754, happy
id80755, happy
This is the first B&B I've ever been to where you don't feel like you're 'intruding' in the kitchen (there's a guest kitchen too) or common areas. Unlike other B&B's we've stayed at where we have experienced the B&B managers treating us with an odd are distant relatives of theirs on a visit and want to chat you up the entire time you are in the common areas, happy
id80757, happy
id80759, happy
id80760, happy
The complementary breakfast of fresh juice, happy
id80763, happy
id80764, happy
id80766, happy
id80767, happy
id80768, happy
I ended up going a mile or two west of the hotel on Madison Av for two meals. There are several good locals restaurants in the Midtown section of Memphis. I had dinner at the Blue Monkey, happy
id80770, happy
id80772, happy
id80773, happy
id80774, happy
id80775, happy
The room we had was nothing special, happy
id80778, happy
id80779, happy
id80780, happy
id80781, happy
id80782, happy
id80783, happy
id80785, happy
id80786, happy
id80787, happy
id80788, happy
id80789, happy
id80790, happy
The only drawback was the short walk to the nearest subway- Grand Central is --- blocks away (--nd and Lexington- hotel is on --th between Lex and -rd). Otherwise, happy
id80793, happy
id80795, happy
id80797, happy
id80799, happy
-There are several great shops in the hotel. The Mangel Florist shop provided a small bouqet of beautiful red roses for only $--. There was an art gallery with beautiful paintings and a very freindly owner. Don't miss the Lavazza Coffee Shop in the shopping area of the hotel - great coffee, happy
While I'm glad we had the experience of staying in this landmark hotel, happy
id80801, happy
id80802, happy
We had no problems during our stay but this appears to be an old motel taken over by Day's Inn, happy
However, happy
id80805, happy
yes, happy
id80810, happy
id80812, happy
However the most notable aspect of The Lenox is the staff who are alert, happy
id80814, happy
id80817, happy
id80818, happy
id80820, happy
id80821, happy
id80823, happy
id80824, happy
id80825, happy
The resort just needs some TLC - the lagoons were rather dirty, happy
id80827, happy
id80828, happy
id80829, happy
id80830, happy
id80831, happy
id80832, happy
id80833, happy
The best thing about this hotel is its location. It's right across from the Woodley Park-National Zoo metro stop and a pleasant walk across the Connecticut Avenue bridge to Kalorama and Dupont Circle. Lots of restaurants, happy
id80836, happy
id80837, happy
id80838, happy
id80839, happy
Though we read reviews of noise, happy
id80842, happy
Would highly recommend the hotel to anyone, happy
id80844, happy
Over the course of the next - days I was able to enjoy my room, happy
id80846, happy
-) Rooms were clean, happy
id80849, happy
id80850, happy
id80851, happy
id80852, happy
id80854, happy
id80855, happy
id80857, happy
id80858, happy
id80859, happy
id80860, happy
id80861, happy
id80862, happy
The hotel’s location is terrific, happy
Good hotel, happy
id80868, happy
id80869, happy
The staff were most helpful upon check in and recommended the best way to get to the game (car in this instance, happy
id80872, happy
id80874, happy
When I checked in, happy
id80876, happy
id80878, happy
id80879, happy
id80880, happy
id80881, happy
id80885, happy
This hotel really try to promote being GREEN, happy
id80888, happy
id80889, happy
Check in was smooth, happy
Free wifi and computer terminals in reception. I used these to book a concert ticket for Lady Gaga at Madison Square Garden, happy
id80894, happy
id80895, happy
id80896, happy
id80897, happy
id80900, happy
id80902, happy
id80903, happy
id80904, happy
id80905, happy
id80906, happy
id80908, happy
Upon arriving at this hotel at - p.m., happy
Incidentally, happy
id80910, happy
id80911, happy
id80912, happy
id80914, happy
id80915, happy
id80916, happy
I stay at many different brands of hotels. This is an example of why my first choice is to stay at Marriott. It is not just because I can stay on a more than reasonable rate, happy
id80920, happy
Fabulous, happy
id80923, happy
The other beauty is to be able to have breakfast which is served, happy
id80925, happy
Overall our experience was mostly okay, happy
id80927, happy
id80929, happy
The part that was not great was the service. They were very rude to me, happy
There are many hotels in Boston, happy
A couple cons: There is no coffee maker or teapot for making coffee or tea, happy
All in all, happy
id80933, happy
id80934, happy
id80935, happy
id80937, happy
id80938, happy
id80941, happy
id80944, happy
id80946, happy
The minibar in the room was fully stocked, happy
The staff at the Elan were very friendly, happy
Will stay here again. A very, happy
id80948, happy
id80951, happy
In any case, happy
One final point, happy
id80954, happy
If we go back to San Antonio again, happy
id80958, happy
id80960, happy
id80961, happy
id80963, happy
* Area of town - while -th Ave is quite nice and convenient at various stretches, happy
But aside from the minor gripes above which is quite immaterial, happy
id80967, happy
id80970, happy
id80972, happy
id80973, happy
id80974, happy
id80975, happy
Whoever owns the place... take note, happy
id80978, happy
Sean, happy
Tip for those looking for liquor or snacks: There are several small liquor stores nearby that are very expensive. Save yourself some time and head further up the street to the Save Way. They have a huge selection, happy
id80983, happy
id80985, happy
id80987, happy
id80988, happy
id80989, happy
id80990, happy
id80991, happy
id80992, happy
id80993, happy
id80994, happy
id80995, happy
id80997, happy
id81000, happy
id81001, happy
The food at Hook and Plow was great! (Plus they gave us a couple of sets of silverware to take to our rooms when we asked for them.) The Eggs Benedict I had for breakfast one morning was good, happy
id81003, happy
id81004, happy
id81006, happy
id81009, happy
id81010, happy
Smoking areas are provided on each floor, happy
id81015, happy
id81016, happy
Girl that laid out danishes was sweet. This place is in dire need of a face lift, happy
id81018, happy
id81019, happy
id81021, happy
id81022, happy
id81023, happy
id81024, happy
id81026, happy
BTW, happy
id81028, happy
id81029, happy
id81030, happy
id81031, happy
id81033, happy
id81034, happy
id81035, happy
One of the two rooms we were given was a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""smoking optional"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" room. As a non-smoker, happy
id81037, happy
id81039, happy
id81040, happy
Staff very helpful, happy
id81043, happy
id81044, happy
If you are looking for an affordable hotel centrally located to most NYC attractions, happy
id81046, happy
id81048, happy
id81050, happy
id81051, happy
id81052, happy
id81054, happy
id81056, happy
id81057, happy
id81058, happy
The guest room looks like something out of architectural digest -- great in pictures, happy
id81061, happy
id81063, happy
id81064, happy
- beers and a glass of mid-line chard ran $-- in the lobby bar. Who knows what it might be upstairs, happy
A certain group of people will love this place, happy
id81066, happy
But I showed a couple of my """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Chicagoan"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" friends my hotel room and they could not stop ooohing and aaahing over it. I'm a Priority Club member so I frequent Holiday Inn hotels, happy
id81068, happy
id81070, happy
id81072, happy
id81073, happy
id81074, happy
We had several problems. Climbing into bed late at night, happy
Arose early, happy
Management sent the routine follow up e-mail, happy
Aside from that one wierd incident, happy
id81078, happy
id81081, happy
id81082, happy
id81084, happy
id81085, happy
id81088, happy
id81089, happy
id81090, happy
id81091, happy
id81092, happy
id81093, happy
id81094, happy
id81095, happy
We did have one issue. The refrigerator we requested was not installed correctly and it did not work. So, happy
id81098, happy
id81100, happy
Hotel in a quiet, happy
id81103, happy
id81104, happy
id81105, happy
id81106, happy
id81107, happy
The service was excellent - the best I have had at a Marriott and I have stayed at many of them. I called the day before to have some milk and cookies sent up to the room upon checkin for my daughter's birthday, happy
There is loads of shops nearby too such as century--, happy
id81113, happy
id81114, happy
id81115, happy
On the best occasions it seemed as if our patronage didn’t matter to the front office employees, happy
id81117, happy
I would definitely stay there again in the future, happy
id81119, happy
id81120, happy
id81123, happy
id81125, happy
One more complaint and then I'll stop. The hot and cold water do not mix well when taking a shower. Its either scalding hot or cold, happy
id81129, happy
I would definitely recommend this as a weekend getaway. There is shopping during the day at Santana Row and across the street at Vanity Fair Mall, happy
they forget to put towels in my room and I had to go to reception to have some towels, happy
id81133, happy
id81134, happy
id81135, happy
id81136, happy
id81138, happy
Overall, happy
id81140, happy
id81141, happy
id81142, happy
There is a service ethic that runs through the staff that is magnificent. From the concierge staff who greet you each time you walk though the front door, happy
The bellmen seemed a little overwhelmed. They were very polite and took our luggage as soon as we got there which was WELL before check-in time. They did, happy
id81145, happy
id81147, happy
id81148, happy
id81149, happy
id81151, happy
This area is far better, happy
id81155, happy
id81156, happy
id81158, happy
Awesome location, happy
id81161, happy
Amenities - Parking ($-- per night - self-park or valet) was readily available immediately next to the hotel for convenient access. The lot is spacious and there were plenty of spots. The main downside of this hotel was lack of a couple amenities. I believe that they are doing some type of renovation, happy
We got a room discounted on Expedia and paid -- dollars to upgrade to a river-view room on the --th floor. It was absolutely beautiful, happy
Overall, happy
id81166, happy
id81167, happy
id81168, happy
Otherwise, happy
We went to the """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""dipping"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" pool on the roof. This area feels a little dated and has a backyard feeling, happy
id81173, happy
id81174, happy
id81175, happy
id81176, happy
id81177, happy
Bottom line. This place is only geared toward conventions. They don't care about individual traveler experience and it shows in the amenities. For such a beautiful property, happy
The only benefit of this place is the location (which for us worked due to airport proximity but had nothing else to recommend it) but I would not stay there again, happy
id81182, happy
id81184, happy
id81186, happy
id81187, happy
I stayed on the back side in room #--- which was fairly quiet, happy
id81190, happy
id81191, happy
id81193, happy
id81194, happy
id81195, happy
id81196, happy
The rooms were beautifully appointed with a view to the front of the hotel. Every conceivable convenience and comfort had been thought of. The rooms were large with walk in wardrobe, happy
While the location is ok, happy
id81201, happy
id81202, happy
id81203, happy
-All the rooms in the hotel are suites, happy
id81205, happy
The area is horrendous as far as traffic and congestion are concerned. It's a good thing there are several restaurants within walking distance, happy
id81211, happy
We left our cruise documents behind in the room and the staff were able to locate them and fax our boarding passes to us. Thank you so much to the staff involved, happy
The location is OK - Whole Foods and Starbucks couldn't be more convenient, happy
Bottom line: we had a good stay, happy
In terms of location, happy
Breakfast not very varied, happy
id81215, happy
id81217, happy
id81220, happy
id81221, happy
id81223, happy
id81224, happy
id81225, happy
id81226, happy
-.) NEVER TRUST THAT YOUR DO NOT DISTURB SIGN WORKS: Always use the secondary locking feature on the door when your in the room, happy
id81228, happy
This place has come a long way since my last trip! The rooms are simple, happy
id81230, happy
Each bungalow has an attached covered patio so you can sit and enjoy the amazing views of the Dallas skyline and the beautiful landscaping around the rooms. Cactus, happy
id81234, happy
id81235, happy
The hotel thematic is fabolous. As its name gives the idea, happy
id81238, happy
id81243, happy
id81244, happy
id81245, happy
New York is a fantastic city, happy
id81248, happy
id81249, happy
PRO: Amibance of this hotel was nice and given the history of the hotel I was amazed at the number of guests coming and going. Staff was friendly and helped us in what was around the hotel and where to go in the D.C. area. Nice to have a refrigerator in our room. We ate the breakfast buffet at Roberts restaurant, happy
As Super- website says, happy
id81255, happy
id81258, happy
id81259, happy
id81261, happy
very average hotel, happy
id81266, happy
id81267, happy
id81269, happy
id81270, happy
Overall, happy
id81272, happy
id81273, happy
id81274, happy
id81275, happy
id81276, happy
id81277, happy
id81278, happy
id81280, happy
id81281, happy
id81282, happy
id81283, happy
id81284, happy
Well, happy
I always try to stay here when coming back to Baltimore. The only reason it does not get - stars is the price. I know that you get what you pay for, happy
id81288, happy
Also, happy
id81292, happy
id81293, happy
id81294, happy
id81295, happy
For the price I paid, happy
On entering our room the stench was unbearable, happy
id81299, happy
Compared to other high-end Manhattan hotels, happy
Of course, happy
id81302, happy
id81306, happy
id81307, happy
id81308, happy
id81309, happy
id81310, happy
id81311, happy
id81312, happy
To me all this just points out to pure laziness. These people don't deserve business and won't be getting mine again. I have stayed in other motels in S.F. for around the same price and less, happy
id81315, happy
The room was very charming, happy
id81317, happy
id81318, happy
id81319, happy
Dirty rooms, happy
The staff smile and are friendly, happy
The internet access didn't work half the time (I do mean half). So for business people, happy
id81322, happy
id81323, happy
id81325, happy
id81326, happy
id81327, happy
id81328, happy
id81330, happy
id81331, happy
id81332, happy
id81333, happy
id81334, happy
This is a solid choice for a NYC hotel, happy
Great location and very handy for -th Avenue, happy
id81340, happy
id81341, happy
The price per night was very reasonable - a lot cheaper than hotels around the Times Square-particularly touristy area. I would definitely recommend staying here, happy
id81344, happy
id81345, happy
id81346, happy
id81347, happy
id81349, happy
id81350, happy
id81352, happy
id81354, happy
Would recommend this hotel chain to anyone looking for a no-frills, happy
Trina, happy
id81357, happy
id81358, happy
id81359, happy
id81360, happy
id81361, happy
id81362, happy
id81364, happy
id81365, happy
On the positive side, happy
Not bad, happy
id81369, happy
Unless the rooms have been renovated since my visit last year, happy
id81371, happy
id81372, happy
id81373, happy
id81374, happy
id81375, happy
id81377, happy
The hotel environment, happy
id81379, happy
id81380, happy
I'd thought your hotel was an upscale hotel, happy
The problem began shortly after our arrival at -pm when, happy
id81383, happy
id81384, happy
id81385, happy
id81386, happy
id81387, happy
My family asked for the mini suite, happy
id81389, happy
id81391, happy
id81392, happy
id81393, happy
id81394, happy
id81395, happy
id81398, happy
id81400, happy
id81404, happy
id81405, happy
id81406, happy
id81407, happy
id81408, happy
id81409, happy
id81410, happy
Good value for sure, happy
id81412, happy
id81414, happy
id81415, happy
id81416, happy
id81417, happy
All in all, happy
id81422, happy
id81424, happy
id81425, happy
id81426, happy
id81427, happy
id81428, happy
id81430, happy
id81431, happy
id81432, happy
id81433, happy
id81434, happy
We were a little concerned that we might run into the race track crowd, happy
The parking situation is also confusing. We were overcharged for parking and I had to speak to reception to rectify it. Checkout was excruciatingly slow with a long line of people checking out and only - attendants. Concierge was also unhelpful when I asked them about the timing of the airport shuttle, happy
id81437, happy
id81440, happy
id81442, happy
id81445, happy
id81446, happy
id81447, happy
Boulder, happy
For its location in San Antonio, happy
There are NO seating areas in the lobby. The rooms are becoming shabby, happy
The breakfast was good. Although we didn't eat the waffles, happy
- The linens are said to be high-thread-count and luxurious, happy
id81456, happy
id81457, happy
id81459, happy
id81460, happy
Dealing with Park South over this matter is akin to dealing with a bureaucracy in ----'s Soviet Russia, happy
id81462, happy
id81464, happy
Overall, happy
id81469, happy
All in all i would reccommend this hotel, happy
id81474, happy
id81476, happy
If you're visiting the Big Apple, happy
id81478, happy
Overall, happy
id81481, happy
id81483, happy
id81485, happy
id81486, happy
We decided while we were there that we will definitely stay in this hotel again. It's right by the Alamo-within walking distance to the river, happy
id81488, happy
id81489, happy
id81490, happy
id81491, happy
id81492, happy
Parking for us was $---day, happy
id81495, happy
id81496, happy
But what really got me was the hotel bed. Gross. They didnt even put a bed cover on. And the sheets don't even fit our bed they're a size too small and you can see the matters and end of your feet! DISGUSTING. this place is dirty, happy
id81499, happy
id81500, happy
id81501, happy
id81502, happy
To me, happy
id81504, happy
id81506, happy
id81508, happy
id81509, happy
id81510, happy
id81511, happy
id81513, happy
id81514, happy
id81515, happy
id81518, happy
I would definitely consider staying at this hotel again, happy
id81520, happy
id81521, happy
id81523, happy
id81524, happy
I've read reviews of others in the past on different hotels complaining and thought they must be """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""snobs"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". This is coming from the average person that has spent less for a much better quality of stay. Heard many others in line waiting for the elevators, happy
Given it is NYC the rooms were a decent size, happy
id81528, happy
id81529, happy
id81530, happy
id81532, happy
id81533, happy
The rooms are nice, happy
id81536, happy
All in all, happy
On the plus side, happy
I paid with points, happy
id81539, happy
id81540, happy
id81541, happy
id81542, happy
id81544, happy
To top things off, happy
In my opinion, happy
id81546, happy
id81547, happy
id81548, happy
Also, happy
id81553, happy
If you're in town for a convention, happy
id81555, happy
id81556, happy
id81557, happy
I'd probably stay somewhere else on business, happy
id81564, happy
id81565, happy
id81566, happy
id81567, happy
id81568, happy
id81570, happy
I really don't know what the negative reviewers are talking about, happy
id81572, happy
id81573, happy
id81574, happy
We paid $--- each plus tax for the new years eve party over the room price per night, happy
id81576, happy
id81577, happy
id81579, happy
id81580, happy
id81582, happy
I'm not sure about the rest of their service, happy
id81585, happy
id81586, happy
id81587, happy
id81588, happy
id81592, happy
The had a nice location - the Arizona Mills Mall was just down the street and Target was a quick -- minutes away. This provided good, happy
id81594, happy
The Hotel has an old style charm, happy
id81596, happy
id81598, happy
id81599, happy
id81600, happy
id81601, happy
id81602, happy
id81604, happy
id81605, happy
id81606, happy
Overall, happy
All in all the stay was decent and it is a good hotel - if the above areas were improved, happy
and are beautiful-top quality bedding, happy
Great for kids-pools, happy
id81610, happy
id81611, happy
id81612, happy
id81613, happy
id81614, happy
The the butler came, happy
PS. It must have been the worst fitness center i have seen in a - star hotel, happy
id81616, happy
By the way, happy
id81619, happy
id81620, happy
id81622, happy
id81623, happy
id81624, happy
id81628, happy
id81629, happy
We had taken the train and was within easy walking distance of the hotel. Also about a - minute walk to the bus tunnels. A little hard to find the hotel, happy
All in all, happy
id81632, happy
